collected_at,departure_date,origin,destination,route,airline,flight_number,departure_time,arrival_time,price,currency,travel_class,stops,source,days_to_departure
2026-08-23T12:00:57.942656,2026-08-25,BLR,HYD,BLR-HYD,Air India Express,IX 2051,2026-08-25 14:55,2026-08-25 16:05,7697,INR,Economy,0,SerpApi Google Flights,
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,IndiGo,6E 324,2026-08-24 13:00,2026-08-24 15:10,6425,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,Air India,AI 2425,2026-08-24 10:30,2026-08-24 12:50,6582,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,Air India Express,IX 1056,2026-08-24 17:50,2026-08-24 20:10,6610,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BOM,DEL-BOM,Akasa Air,QP 1820,2026-08-24 17:30,2026-08-24 19:45,6880,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BLR,DEL-BLR,IndiGo,6E 846,2026-08-24 22:00,2026-08-25 00:55,8576,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BLR,DEL-BLR,Air India,AI 2512,2026-08-24 19:00,2026-08-24 21:55,8735,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,BLR,DEL-BLR,Akasa Air,QP 1308,2026-08-24 20:55,2026-08-24 23:50,9031,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-08-24 13:30,2026-08-24 15:45,8295,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,Air India,AI 2721,2026-08-24 19:30,2026-08-24 21:50,8451,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,HYD,DEL-HYD,Akasa Air,QP 1406,2026-08-24 14:10,2026-08-24 16:45,8684,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,IndiGo,6E 6236,2026-08-24 16:20,2026-08-24 21:05,6787,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,SpiceJet,SG 905,2026-08-24 20:10,2026-08-24 22:30,7943,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,IndiGo,6E 247,2026-08-24 23:30,2026-08-25 01:45,8346,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,DEL,CCU,DEL-CCU,Air India,AI 2727,2026-08-24 22:00,2026-08-25 00:20,8504,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,BLR,BOM-BLR,Air India,AI 2497,2026-08-24 22:10,2026-08-25 00:05,6801,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,BLR,BOM-BLR,IndiGo,6E 5388,2026-08-24 22:20,2026-08-25 00:20,6809,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,BLR,BOM-BLR,Akasa Air,QP 1384,2026-08-24 23:15,2026-08-25 01:00,7401,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-24 00:30,2026-08-24 02:10,5645,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,HYD,BOM-HYD,Air India,AI 2869,2026-08-24 21:25,2026-08-24 23:05,5803,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,HYD,BOM-HYD,IndiGo,6E 230,2026-08-24 13:55,2026-08-24 17:50,5945,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-08-24 12:15,2026-08-24 14:25,6457,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,Air India,AI 2677,2026-08-24 13:00,2026-08-24 15:15,6614,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,SpiceJet,SG 803,2026-08-24 01:50,2026-08-24 04:10,6616,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,Air India Express,IX 1050,2026-08-24 14:45,2026-08-24 17:00,6724,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BOM,DEL,BOM-DEL,Akasa Air,QP 1819,2026-08-24 14:30,2026-08-24 16:50,6912,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,DEL,BLR-DEL,IndiGo,6E 528,2026-08-24 21:40,2026-08-25 02:30,10923,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,DEL,BLR-DEL,Air India,AI 2488,2026-08-24 22:30,2026-08-25 01:25,12878,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,DEL,BLR-DEL,IndiGo,6E 2313,2026-08-24 23:30,2026-08-25 02:20,13181,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,BOM,BLR-BOM,IndiGo,6E 5255,2026-08-24 17:25,2026-08-24 19:05,12212,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,BOM,BLR-BOM,IndiGo,6E 5031,2026-08-24 16:00,2026-08-24 17:45,12947,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,BOM,BLR-BOM,Akasa Air,QP 1528,2026-08-24 10:20,2026-08-24 12:10,15959,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,HYD,BLR-HYD,Alliance Air,9I 517,2026-08-24 21:50,2026-08-24 23:35,7505,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,HYD,BLR-HYD,Air India Express,IX 2819,2026-08-24 12:30,2026-08-24 13:45,8346,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:22:22.818116,2026-08-24,BLR,HYD,BLR-HYD,Star Air,S5 151,2026-08-24 08:05,2026-08-24 09:20,9600,INR,Economy,0,SerpApi Google Flights,1.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BOM,DEL-BOM,IndiGo,6E 6047,2026-08-26 11:00,2026-08-26 13:15,6425,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BOM,DEL-BOM,Air India,AI 2963,2026-08-26 09:00,2026-08-26 11:15,6582,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BOM,DEL-BOM,Air India Express,IX 1605,2026-08-26 06:00,2026-08-26 08:10,6610,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BLR,DEL-BLR,IndiGo,6E 846,2026-08-26 22:00,2026-08-27 00:55,8576,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BLR,DEL-BLR,Air India Express,IX 1070,2026-08-26 18:40,2026-08-26 21:30,8971,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,BLR,DEL-BLR,Akasa Air,QP 1335,2026-08-26 14:55,2026-08-26 17:55,9031,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,IndiGo,6E 853,2026-08-26 20:45,2026-08-27 02:10,6990,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,IndiGo,6E 6282,2026-08-26 13:30,2026-08-26 15:45,8295,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,Air India,AI 2721,2026-08-26 19:30,2026-08-26 21:50,8451,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,HYD,DEL-HYD,Akasa Air,QP 1406,2026-08-26 14:10,2026-08-26 16:45,8684,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-08-26 05:55,2026-08-26 08:15,7933,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,IndiGo,6E 897,2026-08-26 12:45,2026-08-26 15:05,8346,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,DEL,CCU,DEL-CCU,Air India,AI 1704,2026-08-26 13:00,2026-08-26 15:20,8504,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-08-26 02:05,2026-08-26 04:10,5152,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-08-26 04:30,2026-08-26 06:25,5311,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,BLR,BOM-BLR,Akasa Air,QP 1516,2026-08-26 00:40,2026-08-26 02:35,5875,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-26 00:30,2026-08-26 02:10,5645,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,IndiGo,6E 6195,2026-08-26 23:00,2026-08-27 00:35,5645,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,Air India,AI 2869,2026-08-26 21:25,2026-08-26 23:05,5803,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,HYD,BOM-HYD,IndiGo,6E 5386,2026-08-26 15:10,2026-08-26 16:45,5960,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,Air India Express,IX 1050,2026-08-26 14:45,2026-08-26 17:00,6390,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,IndiGo,6E 6028,2026-08-26 12:15,2026-08-26 14:25,6457,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,Air India,AI 2419,2026-08-26 12:00,2026-08-26 14:20,6614,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BOM,DEL,BOM-DEL,Akasa Air,QP 1819,2026-08-26 14:30,2026-08-26 16:50,6912,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,DEL,BLR-DEL,Air India Express,IX 2945,2026-08-26 16:35,2026-08-27 00:05,10042,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,DEL,BLR-DEL,IndiGo,6E 528,2026-08-26 21:40,2026-08-27 02:30,10923,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,DEL,BLR-DEL,IndiGo,6E 840,2026-08-26 13:55,2026-08-26 16:45,12463,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,BOM,BLR-BOM,IndiGo,6E 5351,2026-08-26 14:20,2026-08-26 16:05,7172,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,BOM,BLR-BOM,Air India,AI 2402,2026-08-26 06:35,2026-08-26 08:35,7647,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,BOM,BLR-BOM,Akasa Air,QP 1130,2026-08-26 11:20,2026-08-26 13:10,8228,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,HYD,BLR-HYD,IndiGo,6E 6168,2026-08-26 17:40,2026-08-26 21:15,6538,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,HYD,BLR-HYD,Star Air,S5 151,2026-08-26 19:15,2026-08-26 20:30,7886,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,HYD,BLR-HYD,Air India Express,IX 1250,2026-08-26 19:15,2026-08-26 20:35,9854,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:25:27.237547,2026-08-26,BLR,HYD,BLR-HYD,IndiGo,6E 6178,2026-08-26 06:25,2026-08-26 07:35,10478,INR,Economy,0,SerpApi Google Flights,3.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,IndiGo,6E 320,2026-08-30 08:00,2026-08-30 10:20,6425,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,Air India,AI 2678,2026-08-30 08:30,2026-08-30 10:45,6582,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,Air India Express,IX 1605,2026-08-30 06:00,2026-08-30 08:10,6610,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BOM,DEL-BOM,Akasa Air,QP 1112,2026-08-30 09:20,2026-08-30 11:45,7243,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BLR,DEL-BLR,IndiGo,6E 820,2026-08-30 03:00,2026-08-30 05:55,11161,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BLR,DEL-BLR,Air India,AI 2502,2026-08-30 03:15,2026-08-30 06:10,11318,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BLR,DEL-BLR,Air India,AI 2757,2026-08-30 00:15,2026-08-30 03:10,11418,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,BLR,DEL-BLR,IndiGo,6E 2314,2026-08-30 05:45,2026-08-30 08:40,11777,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,HYD,DEL-HYD,Air India,AI 2577,2026-08-30 02:00,2026-08-30 04:20,8451,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,HYD,DEL-HYD,IndiGo,6E 882,2026-08-30 23:15,2026-08-31 01:30,9322,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,HYD,DEL-HYD,Akasa Air,QP 1409,2026-08-30 20:40,2026-08-30 23:10,10061,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,IndiGo,6E 389,2026-08-30 21:50,2026-08-31 00:05,8346,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,IndiGo,6E 247,2026-08-30 23:30,2026-08-31 01:45,8346,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,Air India,AI 2727,2026-08-30 22:00,2026-08-31 00:20,8504,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,DEL,CCU,DEL-CCU,Akasa Air,QP 1801,2026-08-30 05:55,2026-08-30 08:15,8543,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,IndiGo,6E 5323,2026-08-30 01:10,2026-08-30 03:05,4996,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,IndiGo,6E 5294,2026-08-30 04:30,2026-08-30 06:25,4996,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,BLR,BOM-BLR,Air India,AI 2812,2026-08-30 02:05,2026-08-30 04:10,5152,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 6187,2026-08-30 00:30,2026-08-30 02:10,5645,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 5326,2026-08-30 19:40,2026-08-30 21:20,5645,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,IndiGo,6E 6195,2026-08-30 23:00,2026-08-31 00:35,5645,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,HYD,BOM-HYD,Air India,AI 2450,2026-08-30 20:25,2026-08-30 22:00,6113,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,IndiGo,6E 6827,2026-08-30 11:30,2026-08-30 13:45,6457,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,IndiGo,6E 615,2026-08-30 13:00,2026-08-30 15:15,6457,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,Air India,AI 2419,2026-08-30 12:00,2026-08-30 14:20,6614,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BOM,DEL,BOM-DEL,Akasa Air,QP 1111,2026-08-30 05:25,2026-08-30 07:50,6912,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,DEL,BLR-DEL,IndiGo,6E 804,2026-08-30 03:00,2026-08-30 05:50,8554,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,DEL,BLR-DEL,Air India,AI 2414,2026-08-30 05:30,2026-08-30 08:25,8710,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,DEL,BLR-DEL,Akasa Air,QP 1811,2026-08-30 04:15,2026-08-30 07:00,9150,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,Air India,AI 2498,2026-08-30 00:45,2026-08-30 02:50,5037,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,IndiGo,6E 5205,2026-08-30 03:45,2026-08-30 05:30,5299,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,SpiceJet,SG 369,2026-08-30 00:45,2026-08-30 02:35,6000,INR,Economy,0,SerpApi Google Flights,7.0
2026-08-23T12:27:46.629867,2026-08-30,BLR,BOM,BLR-BOM,Akasa Air,QP 1528,2026-08-30 10:20,2026-08-30 12:10,7932,INR,Economy,0,SerpApi Google Flights,7.0
